Source Name	Comment [GEO_sample]	Comment [ENA_SAMPLE]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Characteristics [strain]	Characteristics[sex]	Characteristics [age]	Unit[time unit]	Characteristics[organism part]	Characteristics [cell type]	Characteristics [FACS marker]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[single cell isolation]	Comment[input molecule]	Comment[library construction]	Comment[end bias]	Comment[primer]	Comment[spike in]	Comment[spike in dilution]	Comment[LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment[technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue[single cell identifier]	FactorValue [cell type]
Prog_006	GSM2169420 1	SRS1456562	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_006	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169420 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169420	Prog_006	SRX1785983	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559257	SRR3559257	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3559257/SRR3559257.fastq.gz	Prog_006	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_007	GSM2167495 1	SRS1455051	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_007	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167495 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167495	Prog_007	SRX1784064	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557338	SRR3557338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3557338/SRR3557338.fastq.gz	Prog_007	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_007	GSM2169421 1	SRS1456561	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_007	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169421 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169421	Prog_007	SRX1785984	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559258	SRR3559258	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3559258/SRR3559258.fastq.gz	Prog_007	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_008	GSM2167496 1	SRS1455055	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_008	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167496 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167496	Prog_008	SRX1784065	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557339	SRR3557339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3557339/SRR3557339.fastq.gz	Prog_008	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_008	GSM2169422 1	SRS1456564	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_008	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169422 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169422	Prog_008	SRX1785985	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559259	SRR3559259	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3559259/SRR3559259.fastq.gz	Prog_008	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_009	GSM2167497 1	SRS1455056	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_009	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167497 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167497	Prog_009	SRX1784066	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557340	SRR3557340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3557340/SRR3557340.fastq.gz	Prog_009	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_009	GSM2169423 1	SRS1456563	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_009	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169423 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169423	Prog_009	SRX1785986	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559260	SRR3559260	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3559260/SRR3559260.fastq.gz	Prog_009	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_010	GSM2167498 1	SRS1455057	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_010	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167498 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167498	Prog_010	SRX1784067	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557341	SRR3557341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3557341/SRR3557341.fastq.gz	Prog_010	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_010	GSM2169424 1	SRS1456566	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_010	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169424 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169424	Prog_010	SRX1785987	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559261	SRR3559261	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3559261/SRR3559261.fastq.gz	Prog_010	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_011	GSM2167499 1	SRS1455061	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_011	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167499 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167499	Prog_011	SRX1784068	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557342	SRR3557342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3557342/SRR3557342.fastq.gz	Prog_011	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_011	GSM2169425 1	SRS1456567	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_011	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169425 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169425	Prog_011	SRX1785988	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559262	SRR3559262	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/002/SRR3559262/SRR3559262.fastq.gz	Prog_011	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_012	GSM2167500 1	SRS1455058	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_012	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167500 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167500	Prog_012	SRX1784069	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557343	SRR3557343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3557343/SRR3557343.fastq.gz	Prog_012	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_012	GSM2169426 1	SRS1456565	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_012	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169426 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169426	Prog_012	SRX1785989	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559263	SRR3559263	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/003/SRR3559263/SRR3559263.fastq.gz	Prog_012	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_013	GSM2167501 1	SRS1455059	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_013	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167501 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167501	Prog_013	SRX1784070	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557344	SRR3557344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3557344/SRR3557344.fastq.gz	Prog_013	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_013	GSM2169427 1	SRS1456568	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_013	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169427 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169427	Prog_013	SRX1785990	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559264	SRR3559264	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/004/SRR3559264/SRR3559264.fastq.gz	Prog_013	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_014	GSM2167502 1	SRS1455060	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_014	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167502 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167502	Prog_014	SRX1784071	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557345	SRR3557345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3557345/SRR3557345.fastq.gz	Prog_014	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_014	GSM2169428 1	SRS1456570	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_014	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169428 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169428	Prog_014	SRX1785991	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559265	SRR3559265	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/005/SRR3559265/SRR3559265.fastq.gz	Prog_014	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_015	GSM2167503 1	SRS1455062	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_015	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167503 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167503	Prog_015	SRX1784072	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557346	SRR3557346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3557346/SRR3557346.fastq.gz	Prog_015	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_015	GSM2169429 1	SRS1456569	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_015	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169429 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169429	Prog_015	SRX1785992	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559266	SRR3559266	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/006/SRR3559266/SRR3559266.fastq.gz	Prog_015	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_016	GSM2167504 1	SRS1455063	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_016	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167504 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167504	Prog_016	SRX1784073	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557347	SRR3557347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3557347/SRR3557347.fastq.gz	Prog_016	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_016	GSM2169430 1	SRS1456571	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_016	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169430 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169430	Prog_016	SRX1785993	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559267	SRR3559267	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/007/SRR3559267/SRR3559267.fastq.gz	Prog_016	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_017	GSM2167505 1	SRS1455064	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_017	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167505 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167505	Prog_017	SRX1784074	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557348	SRR3557348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3557348/SRR3557348.fastq.gz	Prog_017	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_017	GSM2169431 1	SRS1456572	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_017	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169431 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169431	Prog_017	SRX1785994	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559268	SRR3559268	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/008/SRR3559268/SRR3559268.fastq.gz	Prog_017	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_018	GSM2167506 1	SRS1455066	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_018	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167506 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167506	Prog_018	SRX1784075	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557349	SRR3557349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3557349/SRR3557349.fastq.gz	Prog_018	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_018	GSM2169432 1	SRS1456573	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_018	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169432 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169432	Prog_018	SRX1785995	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559269	SRR3559269	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/009/SRR3559269/SRR3559269.fastq.gz	Prog_018	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_019	GSM2167507 1	SRS1455067	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_019	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167507 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167507	Prog_019	SRX1784076	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557350	SRR3557350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3557350/SRR3557350.fastq.gz	Prog_019	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_019	GSM2169433 1	SRS1456574	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_Rep_019	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2169433 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2169433	Prog_019	SRX1785996	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3559270	SRR3559270	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/000/SRR3559270/SRR3559270.fastq.gz	Prog_019	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
Prog_020	GSM2167508 1	SRS1455065	single cell RNA-Seq	Bone Marrow	Haematopoietic progenitor cell Prog_020	Mus musculus	C57BL/6	female	8 to 12	week	bone marrow	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell	Lin- Sca1- c-Kit+	cell	P-GSE81682-1	P-GSE81682-2	P-GSE81682-3	P-GSE81682-4	GSM2167508 extract 1	FACS	polyA RNA	smart-seq2	none	oligo-dT	ERCC	not available	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM2167508	Prog_020	SRX1784077	Illumina HiSeq 2500 (Mus musculus)	sequencing assay	P-GSE81682-5	SRR3557351	SRR3557351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR355/001/SRR3557351/SRR3557351.fastq.gz	Prog_020	megakaryocyte-erythroid progenitor cell, common myeloid progenitor and granulocyte monocyte progenitor cell
